"moral_id","book_id","title","AuthorFirstName","AuthorLastName","Date","Language","Country","Class","model","input_type","moral_num","moral"
7065,"DE_WilderGruneStadt.txt","Wilde Grüne Stadt Oder Im Labyrinth Des Entwurzelten Lebens","Marius","Hulpe",2019,"DE","DE","WORLD","Claude","chunk_summary",3,"Every family secret is a debt the children inherit."
7066,"DE_WilderGruneStadt.txt","Wilde Grüne Stadt Oder Im Labyrinth Des Entwurzelten Lebens","Marius","Hulpe",2019,"DE","DE","WORLD","Claude","plotArc_summary",1,"Roots run deep, but they cannot hold back the tide of change."
7067,"DE_WilderGruneStadt.txt","Wilde Grüne Stadt Oder Im Labyrinth Des Entwurzelten Lebens","Marius","Hulpe",2019,"DE","DE","WORLD","Claude","plotArc_summary",2,"The family you build matters more than the legacy you inherit."
7068,"DE_WilderGruneStadt.txt","Wilde Grüne Stadt Oder Im Labyrinth Des Entwurzelten Lebens","Marius","Hulpe",2019,"DE","DE","WORLD","Claude","plotArc_summary",3,"Every generation must find its own ground to stand on."
7069,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","full_text",1,"You survive by learning when to look ahead and when to hold on."
7070,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","full_text",2,"Love does not erase loss, but it teaches us how to carry it."
7071,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","full_text",3,"A life is shaped as much by the roads we leave as by the ones we choose."
7072,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","chunk_summary",1,"History lives on in the bodies and silences of those who survive it."
7073,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","chunk_summary",2,"Love endures borders, ideologies, and time, but never without cost."
7074,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","chunk_summary",3,"When the world keeps breaking, care is its own kind of resistance."
7075,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","plotArc_summary",1,"The body remembers what the heart cannot yet bear."
7076,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","plotArc_summary",2,"Grief can unsettle us, but it also points the way home."
7077,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","plotArc_summary",3,"Old bonds and old wounds both ask to be faced before they can rest."
7078,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","memory",1,"You can leave a place, but not the history it planted in you."
7079,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","memory",2,"Friendship is the map we draw when the future keeps shifting."
7080,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","GPT","memory",3,"Growing up means learning that belonging can be both a wound and a home."
7081,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","full_text",1,"True resilience is the courage to forge a new beginning when history has erased your past."
7082,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","full_text",2,"Home is not a fixed point on a map, but the enduring bonds we share with those who witness our lives."
7083,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","full_text",3,"Memories serve as our only true anchors in a world constantly reshaped by time and circumstance."
7084,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","chunk_summary",1,"Ideological borders may divide nations, but they cannot sever the deepest bonds of human connection."
7085,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","chunk_summary",2,"The traumas of the past echo through generations, yet uncovering these hidden histories brings healing to the present."
7086,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","chunk_summary",3,"Life's physical and emotional frailties are best navigated through the steadfast support of loved ones."
7087,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","plotArc_summary",1,"The turbulence of life is an inescapable ride."
7088,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","plotArc_summary",2,"To find closure in endings, we must often revisit the beginnings."
7089,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","plotArc_summary",3,"Even after the longest absence, true bonds can always be rekindled."
7090,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","memory",1,"True friendship is a quiet anchor amidst the relentless tides of history."
7091,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","memory",2,"Our true destination is shaped by who walks beside us, rather than the borders we cross."
7092,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Gemini","memory",3,"Shared memories are the enduring maps we use to navigate the uncertainties of time."
7093,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Claude","full_text",1,"The body remembers every displacement the mind tries to forget."
7094,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Claude","full_text",2,"To belong somewhere, you must first lose everywhere."
7095,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Claude","full_text",3,"The ones who stay behind carry the weight of those who leave."
7096,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Claude","chunk_summary",1,"The past is a country you can never leave, only learn to carry."
7097,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Claude","chunk_summary",2,"Loyalty outlasts every border, wall, and ideology that tries to sever it."
7098,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Claude","chunk_summary",3,"The body keeps the score of every upheaval history refuses to remember."
7099,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Claude","plotArc_summary",1,"The past is a place worth traveling back to."
7100,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Claude","plotArc_summary",2,"Grief and reunion often arrive on the same road."
7101,"DE_WohinWirGehen.txt","Wohin Wir Gehen","Peggy","Mädler",2019,"DE","DE","WORLD","Claude","plotArc_summary",3,"Some connections endure every distance and silence."
7102,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","full_text",1,"The truth buried in silence still shapes the living."
7103,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","full_text",2,"Love can steady what shame and violence try to break."
7104,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","full_text",3,"What we refuse to face will rule us until we do."
7105,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","chunk_summary",1,"What is buried in silence still shapes the living."
7106,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","chunk_summary",2,"Sensitivity becomes strength when it is guided by courage."
7107,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","chunk_summary",3,"Power without integrity turns every victory hollow."
7108,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","plotArc_summary",1,"The truth may wound, but lies poison for life."
7109,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","plotArc_summary",2,"Healing begins when we face the ghosts we inherit."
7110,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","plotArc_summary",3,"We are not doomed to repeat the sins that made us."
7111,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","memory",1,"Truth buried too long grows thorns."
7112,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","memory",2,"Love cannot heal what silence protects."
7113,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","GPT","memory",3,"The past collects its debt in the present."
7114,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","full_text",1,"The sensitivities born from our deepest traumas can be transformed into our greatest tools for healing."
7115,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","full_text",2,"True freedom comes not from fleeing our inner demons, but from turning to face them with understanding."
7116,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","full_text",3,"The pursuit of power and wealth often masquerades as righteousness, ultimately destroying both the conqueror and the conquered."
7117,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","chunk_summary",1,"The body is a silent witness to our deepest traumas, and true healing only begins when we confront the pain it holds."
7118,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","chunk_summary",2,"True leadership and integrity demand the courage to stand alone when power and politics threaten to corrupt one's principles."
7119,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","chunk_summary",3,"We cannot outrun the dark legacies of our past, but facing the devastating truth is the only path to liberation."
7120,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","plotArc_summary",1,"Healing begins only when the darkest truths of the past are finally brought to light."
7121,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","plotArc_summary",2,"We are not condemned to inherit the sins of our fathers."
7122,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","plotArc_summary",3,"Our deepest personal wounds often grant us the greatest power to heal others."
7123,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","memory",1,"The spotlight illuminates the persona but erases the person."
7124,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","memory",2,"A life curated for the public eye leaves nothing for the soul."
7125,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Gemini","memory",3,"The media relentlessly devours the very idols it creates."
7126,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Claude","full_text",1,"The wounds of childhood never fully heal, but they can become the source of your deepest strength."
7127,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Claude","full_text",2,"Power without integrity is just organized cruelty wearing a respectable face."
7128,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Claude","full_text",3,"To conquer others is easy; to conquer the darkness within yourself is the only victory that matters."
7129,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Claude","chunk_summary",1,"The wounds your family leaves are the last ones to heal."
7130,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Claude","chunk_summary",2,"Sensitivity is not a flaw to overcome but a power to master."
7131,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Claude","chunk_summary",3,"Every institution you fight to save will eventually demand you sacrifice yourself for it."
7132,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Claude","plotArc_summary",1,"The truth may wound you, but secrets will destroy you."
7133,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Claude","plotArc_summary",2,"Healing others can be the path to healing yourself."
7134,"DK_DeKendte.txt","DeKendte","PeterLegard","Nielsen",2019,"DA","DK","WORLD","Claude","plotArc_summary",3,"Love is not inherited — it must be chosen."
7135,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","full_text",1,"Buried secrets do not stay buried; they poison everyone above them."
7136,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","full_text",2,"Grief ignored can turn into vengeance unleashed."
7137,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","full_text",3,"Truth demands courage, even when it shatters the life you know."
7138,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","chunk_summary",1,"Secrets kept to protect the innocent often end up feeding the guilty."
7139,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","chunk_summary",2,"Unhealed grief can turn victims into destroyers."
7140,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","chunk_summary",3,"A lie can survive for years, but its wreckage reaches everyone."
7141,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","plotArc_summary",1,"Secrets buried at home can unravel every lie."
7142,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","plotArc_summary",2,"The truth survives even when trust is betrayed."
7143,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","plotArc_summary",3,"Power without integrity turns justice into murder."
7144,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","memory",1,"Silence can protect the guilty as easily as the innocent."
7145,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","memory",2,"The truths families bury often return with the sharpest consequences."
7146,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","GPT","memory",3,"Justice begins when fear loses its grip."
7147,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","full_text",1,"Buried secrets exact the deadliest tolls."
7148,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","full_text",2,"Unhealed grief is a poison that destroys both the guilty and the innocent."
7149,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","full_text",3,"Wealth and power cannot wash away the stain of exploiting the vulnerable."
7150,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","chunk_summary",1,"Buried secrets inevitably become the graves of those who keep them."
7151,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","chunk_summary",2,"Vengeance born of unhealed trauma only multiplies the tragedy it seeks to avenge."
7152,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","chunk_summary",3,"Complicity in the exploitation of the vulnerable is a debt ultimately paid in blood."
7153,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","plotArc_summary",1,"A badge cannot wash the blood from a killer's hands."
7154,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","plotArc_summary",2,"Behind every ordinary life lies a hidden room of secrets."
7155,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","plotArc_summary",3,"The sharpest betrayal comes from the one watching your back."
7156,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","memory",1,"Silence is a fragile shield against the truth."
7157,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","memory",2,"You cannot outrun the ghosts of your own grief."
7158,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Gemini","memory",3,"A community bound by dark secrets is a prison of its own making."
7159,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Claude","full_text",1,"Secrets kept to protect the living become weapons that destroy the innocent."
7160,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Claude","full_text",2,"Those who profit from others' shame plant the seeds of their own violent end."
7161,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Claude","full_text",3,"A mother's grief, left unwitnessed, can shatter more lives than the original tragedy."
7162,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Claude","chunk_summary",1,"Secrets buried in silence always surface in blood."
7163,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Claude","chunk_summary",2,"The innocent pay the highest price for the sins of the powerful."
7164,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Claude","chunk_summary",3,"Grief without justice becomes its own kind of violence."
7165,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Claude","plotArc_summary",1,"Secrets buried in hidden rooms never stay buried forever."
7166,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Claude","plotArc_summary",2,"The wolf is often found among the shepherds."
7167,"DK_DenTavskeEnke.txt","Den Tavske Enke","Sara","Blaedel",2020,"DA","DK","WORLD","Claude","plotArc_summary",3,"Justice has a way of circling back to where it began."
7168,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","full_text",1,"You cannot build a life by abandoning your own."
7169,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","full_text",2,"Love means helping without becoming a prison."
7170,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","full_text",3,"Courage begins when you stop waiting for rescue."
7171,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","chunk_summary",1,"Kindness is strongest when it refuses to become submission."
7172,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","chunk_summary",2,"Love without boundaries can become a life half-lived."
7173,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","chunk_summary",3,"Small acts of rescue can begin with rescuing yourself."
7174,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","plotArc_summary",1,"Love sometimes means letting go, not holding on."
7175,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","plotArc_summary",2,"Freedom and responsibility must learn to share the same roof."
7176,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","plotArc_summary",3,"Even fractured bonds can become a refuge in fear."
7177,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","memory",1,"Hope survives even in the shadow of loss."
7178,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","memory",2,"The truths we avoid shape us more than the lies we tell."
7179,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","GPT","memory",3,"Healing begins when we dare to face what hurts."
7180,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","full_text",1,"You cannot outrun the ghosts of your past; true freedom requires confronting the guilt you hide."
7181,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","full_text",2,"Life is not a spectator sport; peace belongs to those who actively take the wheel of their own destiny."
7182,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","full_text",3,"Authentic connection demands the courage to be vulnerable, even when fear urges you to flee."
7183,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","chunk_summary",1,"Isolation is a comfortable fortress that eventually becomes an inescapable prison."
7184,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","chunk_summary",2,"You cannot heal another person's brokenness by continually shattering yourself."
7185,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","chunk_summary",3,"The ghosts of our past will dictate our future until we find the courage to confront them."
7186,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","plotArc_summary",1,"Distance can heal what proximity has broken."
7187,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","plotArc_summary",2,"Letting go of a burden does not mean letting go of love."
7188,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","plotArc_summary",3,"The heaviest anchors can sometimes become the safest harbors."
7189,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","memory",1,"Even the longest stretches of gray eventually yield to a chance of sun."
7190,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","memory",2,"Unexpected connections are the only true cure for urban isolation."
7191,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Gemini","memory",3,"Redemption is built through small, courageous steps out of everyday stagnation."
7192,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Claude","full_text",1,"The letters we never send still shape the lives of those we love."
7193,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Claude","full_text",2,"We cage each other in the name of care."
7194,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Claude","full_text",3,"Courage is not the absence of fear but the willingness to stand at the door anyway."
7195,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Claude","chunk_summary",1,"The lives we build around others can become the cages we forget we chose."
7196,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Claude","chunk_summary",2,"Old silences, once broken, rarely say what we hoped they would."
7197,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Claude","chunk_summary",3,"Tenderness and damage travel together, and rarely arrive alone."
7198,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Claude","plotArc_summary",1,"Love sometimes means letting go."
7199,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Claude","plotArc_summary",2,"Freedom and responsibility are not always enemies."
7200,"DK_EfterhandenMulighedForSol.txt","Efterhanden Mulighed For Sol","Michael","Enggaard",2021,"DA","DK","WORLD","Claude","plotArc_summary",3,"Kindness arrives when you least expect it, from where you least expect it."
7201,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","full_text",1,"Freedom often asks what comfort cannot bear to lose."
7202,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","full_text",2,"You cannot outrun grief by sailing farther from shore."
7203,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","full_text",3,"A life without care for others turns every voyage into wreckage."
7204,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","chunk_summary",1,"Leaving home to find yourself always means losing something behind you."
7205,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","chunk_summary",2,"Grand theories and splendid cities can crumble faster than the human heart endures."
7206,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","chunk_summary",3,"Through storm, war, and grief, people keep sailing toward meaning."
7207,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","plotArc_summary",1,"Safe harbor is earned by weathering the storm."
7208,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","plotArc_summary",2,"Every port carries a lesson, and every traveler a hidden burden."
7209,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","plotArc_summary",3,"Peace begins when we stop outrunning the tides within us."
7210,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","memory",1,"When systems drift beyond human scale, meaning is the first thing lost at sea."
7211,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","memory",2,"A world flooded with information can still leave people stranded in isolation."
7212,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","GPT","memory",3,"Progress without orientation turns movement into a slow catastrophe."
7213,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","full_text",1,"No matter how far we run from our former lives, we cannot escape the shared turbulence of the human condition."
7214,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","full_text",2,"The journey itself is the true destination, rather than the harbors we leave behind or the shores we seek."
7215,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","full_text",3,"Even a fragile vessel of outcasts and broken souls can weather life's most unforgiving storms."
7216,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","chunk_summary",1,"True meaning is found in the voyage itself, not the final destination."
7217,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","chunk_summary",2,"No matter how far you sail, you cannot outrun the ghosts of your past."
